"วันที่ลงบันทึก","เลขที่","ชื่อ","ที่อยู่","ยอดเงิน"
"2017-12-26","IV60120319","คุณ ชาย นพพยูรกุลวงศ์","123/7 ลาดพร้าวชาโต้ ลาดพร้าว 81","5,897.60"
"2017-12-26","CT6012175","ร้าน ธีระการไฟฟ้า","270/11 หน้าหมู่บ้านบัวเพชร ถนนราชดำเนิน","3,556.68"
"2017-12-25","IV60120317","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","157,340.00"
"2017-12-25","IV60120315","ร้าน ปทุมราชเทคนิค","16 ม.3","13,580.00"
"2017-12-25","IV60120314","บริษัท เค ที ซี อิเล็คทริค (2012) จำกัด","เลขที่ 2381 ซ.พุทธบูชา26","8,460.00"
"2017-12-25","IV60120313","ร้าน เมืองทองการไฟฟ้า","126/2 ถ.นางพิมพ์","30,640.00"
"2017-12-25","IV60120312","ร้าน แสงสมบูรณ์การไฟฟ้า","23/21-2 ถนนอนุวรรตน์","5,720.00"
"2017-12-25","IV60120310","ร้าน อุดรศิริธรรมการไฟฟ้า","128 ถ.หมากแข้ง","23,040.00"
"2017-12-25","IV60120309","ร้าน เจริญกิจวิทยุ","1490/19 ถ.ขุขันธ์","59,800.00"
"2017-12-25","IV60120307","ร้าน รุ่งไพรศาล(กิ๊ฟกิ่ง)","163/1 ม.1","8,310.00"
"2017-12-25","IV60120305","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","40,768.00"
"2017-12-25","IV60120304","ร้าน ทวีศักดิ์การไฟฟ้า","405 ถ.โชคชัย-เดชอุดม","50,580.00"
"2017-12-25","IV60120303","ร้าน ชาญการไฟฟ้า","72-73 ม.15","29,260.00"
"2017-12-25","IV60120301","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","19,200.00"
"2017-12-25","IV60120316","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","195,280.00"
"2017-12-25","IV60120311","ร้าน ทีพีเอ การไฟฟ้า","129/47-48 ม.1 ถ.เทพารักษ์","9,770.00"
"2017-12-25","IV60120308","บริษัท แสงทวีการไฟฟ้า จำกัด  ","237,239,241  ถ.รามอินทรา กม.8","21,000.00"
"2017-12-25","IV60120306","ร้าน พสิษฎร์เจริญซัพพลาย","1857/1-2  ม.7  ถ. เทพารักษ์","1,500.00"
"2017-12-25","IV60120302","ร้าน สหไฟฟ้า","1510/45 ถ.กวงเฮง","17,280.00"
"2017-12-23","IV60120300","ร้าน บ้านไผ่การไฟฟ้า","229/6-7 สุขาภิบาล 2 สุขาภิบาล 2","59,650.00"
"2017-12-23","IV60120299","ร้าน กระบี่การไฟฟ้าและประปา","36/5-6 ถ.ศรีพังงา","6,080.00"
"2017-12-23","IV60120298","ร้าน สุภาพทีวี","219/4 ม.12 ต.ท่าพล อ.เมือง จ.เพชรบูรณ์","12,357.50"
"2017-12-23","IV60120297","คุณ วิจิตร รัตนะ","199/14 ม.10 ถ.ตรัง-ปะเหลียน","11,550.00"
"2017-12-23","IV60120296","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","70,500.00"
"2017-12-23","IV60120293","ร้าน พูนทรัพย์การไฟฟ้า","344 ม.5","6,765.00"
"2017-12-23","IV60120292","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","18,240.00"
"2017-12-23","IV60120291","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","1,942.50"
"2017-12-23","IV60120290","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","1,920.00"
"2017-12-23","IV60120289","ร้าน วิชัย","184/9 ม.1","4,200.00"
"2017-12-23","IV60120295","ร้าน เรือนชัยการไฟฟ้า","19/2 ม.6","12,500.00"
"2017-12-23","IV60120294","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","19,686.00"
"2017-12-22","IV60120288","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","20,250.00"
"2017-12-22","IV60120287","บริษัท สยามการไฟฟ้าลำปลายมาศ จำกัด","85,87,89 ม.1","15,200.00"
"2017-12-22","IV60120286","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","38,710.00"
"2017-12-22","IV60120285","ร้าน ปงชัยการไฟฟ้า(02)","544 ม.1","8,664.00"
"2017-12-22","IV60120284","หจก. ฮัวฮะการไฟฟ้าบุรีรัมย์","48 ถ.สุนทรเทพ","90,220.00"
"2017-12-22","IV60120283","ร้าน คงสิริการไฟฟ้า","59 ถ.จอมพล","17,924.00"
"2017-12-22","IV60120282","ร้าน โตการไฟฟ้า","31 ม.9","10,205.00"
"2017-12-21","IV60120281","นาประดู่การไฟฟ้า","15/4 ม.1","10,590.00"
"2017-12-21","IV60120280","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","20,480.00"
"2017-12-21","IV60120278","ร้าน มนตรีพานิช","128/1-2 หมู่ 5","10,905.00"
"2017-12-21","IV60120277","ร้าน แสงสงวนการไฟฟ้า","198-200 ถนนสรรพสิทธิ์","5,760.00"
"2017-12-21","IV60120276","ร้าน ทวีสิน","192 ม.1","24,918.50"
"2017-12-21","IV60120275","หจก. เสริมการไฟฟ้า(2555)","128/2 ข ถ.บรรณาการ","34,560.00"
"2017-12-21","IV60120274","ร้าน สมบูรณ์อีเล็คทริค (สกลนคร)"," 173/5 ม.13 ซ.สุขาวดี ถ.หนองทรายขาว","141,000.00"
"2017-12-21","IV60120273","ร้าน พ.พาณิชย์","33/3 ม.1","22,380.00"
"2017-12-21","IV60120272","ร้าน แสงไทยวิทยุ","192-193 ถ.ราชนิกูล","36,640.00"
"2017-12-21","IV60120271","บริษัท วีโปร ซับพลาย จำกัด","28/9-12 ม.4 ถ.ราชพฤกษ์","51,500.00"
"2017-12-21","IV60120269","ร้าน ไฟฟ้าสองนคร","101/8 ม.2","4,935.00"
"2017-12-21","IV60120268","หจก. 76การไฟฟ้า","115/5-6 ม.8","12,980.00"
"2017-12-21","IV60120267","ร้าน อุดรศิริธรรมการไฟฟ้า","128 ถ.หมากแข้ง","156,480.00"
"2017-12-21","IV60120266","ร้าน รุ่งสิริโรจน์การไฟฟ้า","65/28-29","7,200.00"
"2017-12-21","IV60120265","ร้าน อาร์ เจ อิเล็คทริค","56 ม.1 ต.บางภาษี อ.บางเลน จ.นครปฐม","3,600.00"
"2017-12-21","IV60120270","ร้าน แสงบึงพัฒนา","345 หมู่ 3","52,400.00"
"2017-12-21","CT6012160","บริษัท บิ๊กล็อต โฮมโปรดักส์ จำกัด","399/7 หมู่ที่ 2 ซอยบ้านหนองตุ","5,029.00"
"2017-12-20","IV60120262","ร้าน ศรีเทพก่อสร้าง","39/1 ม.5","4,750.00"
"2017-12-20","IV60120260","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","30,020.00"
"2017-12-20","IV60120259","ร้าน ปทุมราชเทคนิค","16 ม.3","9,516.00"
"2017-12-20","IV60120258","ร้าน ประดิษฐวิทยุการไฟฟ้า","1-3-5 ถ.เทศบาล5","1,530.00"
"2017-12-20","IV60120257","หจก. สัจพรการไฟฟ้า","126 ม.8 ถ.ชยางกูร ","32,670.00"
"2017-12-20","IV60120256","ร้าน ปทุมราชเทคนิค","16 ม.3","17,640.00"
"2017-12-20","IV60120255","ร้าน ฟ้าสยามทุ่งสง","159/23 ม.8","13,680.00"
"2017-12-20","IV60120254","แสงเจริญทรัพย์การไฟฟ้า","95/3 ม.15","4,950.00"
"2017-12-20","IV60120253","แสงเจริญทรัพย์การไฟฟ้า","95/3 ม.15","8,957.00"
"2017-12-20","IV60120252","ห้างหุ้นส่วนจำกัด มีเราเทรดดิ้ง","8/208 หมู่บ้านศุภาลัยพาร์ควิลล์ ประชาอุทิศ ซ.ประชาอุทิศ 86","14,330.00"
"2017-12-20","IV60120250","ร้าน กนกพลการไฟฟ้า","241/2 ม.2","17,104.00"
"2017-12-20","IV60120249","ร้าน เด่นเจริญ","3/20 หมู่ 3 ถ.นาเนียน","16,410.00"
"2017-12-20","IV60120247","ร้าน ต.อิเล็คทริค","179 หมู่ 1 ต.โคกกรวด","75,120.00"
"2017-12-20","IV60120246","ร้าน เทคนิค","เลขที่ 453  ถ.ศักดิ์ดาพรรณกิจ","8,610.00"
"2017-12-20","IV60120264","ร้าน เชียงน้อยการไฟฟ้า เวียงจันทร์","ตลาดบ้านโพนชัย","19,725.00"
"2017-12-20","IV60120263","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","16,280.00"
"2017-12-20","IV60120261","ร้าน ชมภูพงศ์การไฟฟ้า","167-52 ม.8","3,000.00"
"2017-12-20","IV60120251","บริษัท วรรณาเคหะภัณฑ์(ข้างธ.กรุงเทพ)","107/11 ม.1 ถ.เทศบาลบ้านโพธิ์","8,305.00"
"2017-12-20","IV60120248","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","25,400.00"
"2017-12-20","CT6012157","ห้างหุ้นส่วนจำกัด ล้อเฮงการอะไหล่","188-196 ถนนนิเวศรัตน์","2,354.00"
"2017-12-19","IV60120245","ร้าน  บุญฟ้าการไฟฟ้า   "," 149/8 ม.2  ต.ต้นเปา อ.สันกำแพง จ.เชียงใหม่ ","7,300.00"
"2017-12-19","IV60120243","คุณ ธิวัตร มีมโน","ราชบุรี","6,105.00"
"2017-12-19","IV60120242","บริษัท โคราชการไฟฟ้า (2539) จำกัด","35 ถ.จอมสุรางค์ยาตร์","49,975.00"
"2017-12-19","IV60120241","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","5,750.00"
"2017-12-19","IV60120240","ร้าน ซ้งการไฟฟ้า(ลูกชายแสงสวัสดิ์)","391/7 ม.10","43,260.00"
"2017-12-19","IV60120239","ร้าน พรชัย","57 ม.18 ถนนเดช-บุณฑริก","29,328.00"
"2017-12-19","IV60120238","ร้าน แสงงามการไฟฟ้า","14 ถ.คชเสนี 2","2,280.00"
"2017-12-19","IV60120237","ร้าน เอกกมล","เลขที่ 5  ถ.อรจันทร์","3,150.00"
"2017-12-19","IV60120236","ร้าน สินไพศาลฮาร์ดแวร์","71-3 หมู่ 1 ถนนนิวาสวัฒนกิจ","4,100.00"
"2017-12-19","IV60120235","หจก. อธิษฐานก่อสร้าง","172/2 ถ.สุขาภิบาล","6,600.00"
"2017-12-19","IV60120233","ร้าน ศิริเจริญการไฟฟ้า-การยนต์","62  ม.1 ถ.มาลัยแมน","6,840.00"
"2017-12-19","IV60120232","ร้าน ธนทรัพย์การไฟฟ้า","42  ถ.เดชา","7,500.00"
"2017-12-19","IV60120231","ร้าน ปทุมราชเทคนิค","16 ม.3","7,500.00"
"2017-12-19","IV60120230","ร้าน มหเกรียงไกร","90/12 ม.1 ถ.บ้านบึง-ชลบุรีกม.9","5,676.00"
"2017-12-19","IV60120229","ร้าน แสงงามการไฟฟ้า","14 ถ.คชเสนี 2","24,150.00"
"2017-12-19","IV60120228","เจริญแท้การไฟฟ้า","18/2 ม.6","2,520.00"
"2017-12-19","IV60120227","ร้าน วีเจ การไฟฟ้า","93/14 ม.5","6,550.00"
"2017-12-19","IV60120226","ร้าน เอ ที การไฟฟ้า","402 บ้านฮ่องกอม้วง  ม.6 ","2,181.00"
